,article url,title,article
10,https://ikon.mn/n/3539,ЭМГЭНЭЛ: Лувсанцэрэнгийн Чулуунбаатар (1939-2024),"Лувсанцэрэнгийн Чулуунбаатар(1939-2024)Бидний хайрт аав Лувсанцэрэн овогтой Чулуунбаатар 2024 оны 5 сарын 8-нд бурхны орныг зорьж, бидэнд нөхөж баршгүй хүнд гарз тохиолоо.Бидний аав Лувсанцэрэн овогтой Чулуунбаатар нь Сүхбаатар аймаг, Халзан сумын 5-р баг, Шүүт хэмээх газар 1939 онд төрсөн. 1957 онд Сүхбаатар аймгийн Баруун-Урт хотын 10 жилийн дунд сургуулийг онц дүнтэйгээр төгсөж, 1962 онд ЗХУ-ын Москва хотын “Нефть Хийн Аж Үйлдвэрийн Дээд Сургууль”-ийг Инженер Механикч мэргэжлээр, 1975 онд МАХНТХ -ны Намын дээд сургуулийг тус тус дүүргэсэн. Аав маань Монголын анхны нефтийн мэргэжилтэн болон төгсөж ирээд эх орныхоо нефть боловсруулах үйлдвэрт эзэмшсэн мэргэжлээрээ ажлын гараагаа эхэлсэн юм.1962-1978 онуудад Зүүнбаянгийн “Нефть боловсруулах үйлдвэр”-т Инженер механикч, “УБ хотын нефть хангамжийн төв бааз”-д Ерөнхий инженер, “Тээврийн эрдэм шинжилгээний институт”-д Нефть ба авто аж ахуй, зураг төсвийн товчооны даргаар тус тус ажилласан. 1979-1987 онуудад “Үнэ стандартын улсын хорооны хүнд үйлдвэрийн хэлтсийн ахлах мэргэжилтнээр томилогдон ажиллаж байгаад 1983 оны сүүлчээр хүндээр өвчилж, 1984 онд тахир дутуугийн тэтгэвэрт орсон.Бидний аав сэтгэлийн хат, биеийн хүчин чармайлтаараа өөрт тохиосон хүнд өвчнөө даван туулж, дахин хөдөлмөрлөж эхэлснээр 1986-1989 оны хооронд Төмрийн заводын зохион бүтээгч техникчээр ажиллах хугацаандаа төмрийн заводын хаягдал төмөр хуванцар материалыг ашиглан хоршоо байгуулах ажлыг санаачлан хэрэгжүүлж, 1990-1996 он хүртэл үр бүтээлтэй ажиллажээ. Ингээд 1996 оноос НХТБаазад гал хөдөлмөр хамгааллын инженерээр ажиллаж байгаад 2001 онд өндөр насны тэтгэвэртээ гарсан.Аав минь өөрийн ухамсарт амьдралаа улс эх орныхоо төлөө, ялангуяа эзэмшсэн мэргэжлийнхээ мэдлэг чадвараараа салбартаа манлайлан ажилласан байдаг. Аавынхаа шинээр санаачлан хэрэгжүүлсэн үр бүтээлтэй ажлуудаас товч дурдвал:Бидний аав мэргэжлээрээ үр бүтээлтэй ажиллахын зэрэгцээ нам, захиргаа олон нийтийн ажилд идэвх санаачилгатай оролцож, цехийн МАХН-ын зохион байгуулагч, Октябрь дүүргийн МАХН-ын хорооны гишүүн, хурлын депутат зэрэг сонгуульт ажлуудыг хийж байсан байна.Аавын минь хөдөлмөр зүтгэлийг албан газар, салбар, төр засгаас өндрөөр үнэлж:Хайрт аав минь хүний халамжит хань, үр хүүхдүүддээ сайн аав, ажилдаа чадварлаг мэргэжилтэн, салбартаа манлайлагч, шинийг санаачлагч, шилдэг инженер, бусдын төлөөх сэтгэлтэй сайхан эр хүн байлаа. Таныгаа бид зүрх сэтгэлдээ үүрд дурсан санах болно.Та минь үр хүүхдүүд бидэндээ эргэн төрөх ерөөл өргөе! Таны минь эргэн төрөх зам мөр элдэв саадгүй дардан байх болтугай.Ум сайн амгалан оршиг.Цэнгэлт овогт Лувсанцэрэнгийн Чулуунбаатарын үр хүүхдүүд нь2024 оны 5 сарын 8"
11,https://ikon.mn/n/354f,Манай улс энэ оны эхний дөрвөн сард 10 сая ширхэг өндөг импортолсон нь өмнөх жилийн мөн үеэс 80% буурсан дүн болов,"Монгол Улс 2024 оны эхний дөрвөн сард нийт 3.4 тэрбум ам.долларын бараа, түүхий эд импортоор оруулж иржээ.Энэ нь 2023 оны мөн үеэс 765.9 сая ам.доллароор буюу 28.8 хувиар өссөн дүн юм.Импортоор нийлүүлэгдсэн барааны нийт дүндТүүнчлэн гол нэрийн бүтээгдэхүүний импортын хэмжээг харвал хамгийн их буурсан нь өндөг байна. 2024 оны эхний дөрвөн сард манай улс 10 сая ширхэг өндөг импортоор авсан бөгөөд энэ нь өмнөх оныхоо мөн үеэс 80 хувиар буурсан дүн боллоо.Харин хамгийн их өссөн барааны нэг нь ургамлын тос. Дурдсан хугацаанд 8.6 мянган тонн ургамлын тос импортоор авсан нь өмнөх жилийн мөн үеэс 56 хувь өссөн үзүүлэлт юм.Эх сурвалж:Гаалийн Ерөнхий Газар"
12,https://ikon.mn/n/354d,Бороо орох үед замын түгжрэл яагаад нэмэгддэг вэ,"Замын хөдөлгөөнд оролцож байгаа жолооч нар бороо орж байгаа үед жолоо барихдаа энгийн үеэс хэт их хянамгай, анхаарал болгоомжтой болдог. Энэ нь тээврийн хэрэгслийн зорчилтын хугацаа ихсэх, самбаачлах хугацаа ихсэх, уулзвараас хөдлөх, түр болон удаан зогсолт хийгээд хөдлөх үедээ удаан хөдлөх, түр зогсолт хийж хүн буулгаж суулгахдаа замын зорчих хэсэгт ус тогтоогүй газар эсвэл өөрийн болон зорчигчийн зорьж буй байршил руу ойрхон зогсохын тулд илүү их зам туулах гэх мэт хүчин зүйлээс болж уулзвар замд маш хурдан хугацаанд их хэмжээний бөөгнөрөл үүсдэг.Мөн скүүтер, унадаг дугуй, нийтийн тээвэр, явганаар хөдөлгөөнд оролцдог хүмүүс бороонд норохгүйн тулд хувийн эзэмшлийн авто машин хэрэглэснээр замын хөдөлгөөнд оролцож буй тээврийн хэрэгслүүд энгийн үеэс хэт олон болдог.Явган зорчигчид зам хөндлөн гарахдаа энгийн үеэс удаан алхах буюу усгүй, саадгүй газрыг сонгох болсноор тэдний туулах зай уртсаж, тээврийн хэрэгсэл явган зорчигч нар нэг түвшинд огтлолцдог уулзвар гарцуудад тээврийн хэрэгслийн хүлээлт үүсэж түгжрэлийн урт нэмэгддэг.Эх сурвалж:Замын хөдөлгөөний удирдлагын төв"
13,https://ikon.mn/n/354c,Яллагдагч Р.Базарт авсан цагдан хорих таслан сэргийлэх арга хэмжээг өөрчлүүлэх хүсэлтийг шүүх хүлээж авахаас татгалзав,"Баянгол дүүргийн Эрүүгийн хэргийн анхан шатны шүүхийн шүүгчийн 2024 оны дөрөвдүгээр сарын 17-ны өдрийн 171 дугаартай захирамжаар яллагдагч Р.Базарт авсан цагдан хорих таслан сэргийлэх арга хэмжээг өөрчлүүлэх тухай хүсэлтийг өмгөөлөгч Т.Пүрэвбазар гаргажээ.Тус шүүхийн шүүгчийн 2024 оны дөрөвдүгээр сарын 30-ны өдрийн 280 дугаартай болон Ерөнхий шүүгчийн 2024 оны тавдугаар сарын 7-ны өдрийн 531 дугаартай захирамжуудаар Мөрдөн шалгах ажиллагаа явуулж буй байгууллага болон прокурорын хяналтыг хэрэгжүүлж байгаа байгууллагын нутаг дэвсгэрийн харьяалах газрын шүүхэд хандаж хүсэлтээ шийдвэрлүүлэх нь зүйтэй гэж үзэн хүсэлтийг хэлэлцэхээс татгалзсан байна.Иймд Сүхбаатар дүүргийн Эрүүгийн хэргийн анхан шатны шүүх өмгөөлөгч Т.Пүрэвбазараас гаргасан хүсэлтийг хүлээн авч, 2024 оны тавдугаар сарын 9-ний өдөр шүүхийн хэлэлцүүлгээр хянан хэлэлцлээ.Шийдвэрийн талаартус шүүхийн шүүгч М.Очбадрах""Яллагдагч Р.Базарт авсан цагдан хорих таслан сэргийлэх арга хэмжээг өөрчлүүлэх тухай дээрх хүсэлтийг хянан хэлэлцэхэд хавтаст хэрэгт цугларсан нотлох баримтуудаар ""хохирогч нарын амь нас, эрүүл мэндэд аюул учруулах үндэслэл бүхий баримт, мэдээлэл байгаа"" гэх үндэслэл арилаагүй байх тул өмгөөлөгч Т.Пүрэвбазараас гаргасан хүсэлтийг хүлээж авахаас татгалзаж шийдвэрлэв"" хэмээн тоймложээ."
14,https://ikon.mn/n/354a,"Б.Ганбат: Нарны замын өнгөт тэмдэглэгээ борооны усанд урсаж, арилахгүй","Нарны замын зорчих хэсгийн асфальт бетон хучилтын ажил дуусаж, тээврийн хэрэгслийн хөдөлгөөнийг нээжээ.Энэхүү замын өнгөт тэмдэглэгээ борооны усны улмаас урссан эсэх асуудлаарнийслэлийн Замын хөгжлийн газрын Зам арчлалтын хяналтын хэлтсийн Ахлах мэргэжилтэн Б.Ганбатдараах тодруулга, мэдээллийг хүргэлээ.Тэрбээрхэлэхдээ ""Нарны замын хэсэгчилсэн засвар шинэчлэлтийн ажлын хүрээнд хийгдэж буй гарцны өмнөх өнгөт тэмдэглэгээний ажил бүрэн дуусаагүй.Борооны улмаас өнгөт тэмдэглэгээний илүүдэл материалууд урссан гэж олон нийтийн сүлжээгээр шүүмжилж байна. Технологийн хувьд өнгөт тэмдэглэгээний илүүдэл материалыг бэхжилтээ бүрэн авсны дараа шүүрдэж, хамж цэвэрлэж авдаг. Угаас ийм технологитой гэсэн үг.Өнгөт тэмдэглэгээ стандартын дагуу хийгдсэн. Ямар ч урсаж алга болсон зүйл байхгүй. Түрүүн дурдсанчлан тухайн бодис нь бэхжилтээ бүрэн авсны дараа илүүдэл материалыг нь хамж, шүүрдэж авдаг аргачлалаар хийдэг ажил"" гэж тайлбарлав.Үргэлжлүүлэн""Нарны замын хэсэгчилсэн засвар шинэчлэлт тавдугаар сарын 7-нд эхэлж, хучилтын ажил хийгдсэн. Энэхүү хучилтын ажил бүрэн дууссан.Одоогийн байдлаар явган хүний зам, борооны ус зайлуулах шугам, явган хүний налуу зам гаргах гэх мэтчилэн ажил үргэлжилж байна. Мөн замын зорчих хэсгийн урд талд хоёр ширхэг ус шингээх худаг хийхээр төлөвлөж байгаа.Гэрээний хугацааны дагуу уг ажлыг долдугаар сарын 8-нд дуусгахаар тусгасан. Гэхдээ бид зургаадугаар сарын 1-нд бүрэн хийж дуусгахаар төлөвлөн ажиллаж байгаа юм.2024 онд Нийслэлийн замын сангийн хөрөнгөөр нийт 17 байршилд засвар шинэчлэлтийн ажил хийхээр төлөвлөсөн. Үүнээс 13 ажлын гэрээ байгуулагдсан. Өнөөдрийн байдлаар гурван байршилд ажил бүрэн дууссан бөгөөд нийт есөн байршилд засвар шинэчлэлтийн ажил хийгдээд явж байна.Маргаашаас буюу тавдугаар сарын 10-13-ны хооронд дахин гурван байршилд засвар хийнэ"" хэмээлээ.Засвар шинэчлэлт хийх байршлуудад зам хаах тухай мэдээллийг нийслэлийн Нийтийн тээврийн газар болон Тээврийн Цагдаагийн Албатай зөвшилцсөний үндсэнд 3-5 хоногийн өмнө олон нийтэд мэдээлдэг.ВИДЕО:"
15,https://ikon.mn/n/354b,"Б.Баярмагнай: Мөнгөтэй нь цэргийн албанаас чөлөөлөгддөг, мөнгөгүй нь татагддаг хэлбэрийг хална","2024 оны нэгдүгээр ээлжийн цэрэг татлага нийслэлийн хэмжээнд зохион байгуулагдаж, дуусаад буй.Цаашид хугацаат цэргийн албанд ямар өөрчлөлт оруулах талаар Батлан Хамгаалахын дэд сайд Б.Баярмагнай ""Цэргийн албыг мөнгөөр хаадаг, мөнгөтэй нь цэргийн албанаас чөлөөлөгддөг, мөнгөгүй нь хаадаг хэлбэрийг яваандаа хална. Нийгмийн ялгааг хэт холдохоос цэргийн алба сэргийлдэг.Тийм учраас бид тэр чиглэл рүү хандлагыг өөрчлөх судалгааны ажлуудыг эхлүүлээд байна.Улс орны сүр хүч цэрэг, зэвсэгт хүчиндээ байдаг. Монгол Улсын хүндэт харуул алхаад явахад, есөн хөлт цагаан тугаа наадмын талбайд байрлуулахад Монголын ард түмэн монгол эрчүүдээр, монголын зэвсэгт хүчнээрээ бахархдаг гэж ойлгодог.Дэлхийн халуун цэгт үүрэг гүйцэтгэж хүүхдээ хараад эцэг эхчүүд бахархдаг гэж боддог. Тийм учраас бахархал байнга байгаа. Түүний хажуугаар муу зүйл маш их байгаа гэдгийг бид хүлээн зөвшөөрөх ёстой. Буруу зүйлсийг засаж, залруулах нь бидний үндсэн үүрэг гэж бодож байна"" гэж байр сууриа илэрхийлэв.Засгийн газраас цэргийн дүйцүүлэх албыг 2023 онд мөнгөн төлбөрийн хэлбэрээр орлуулан хаах иргэний төлөх төлбөрийн хэмжээг 11.9 сая (арван нэгэн сая есөн зуун гучин таван мянга гурван зуун найман) төгрөгөөр тогтоожээ.Тогтоол /Зураг дээр дарж, томруулж харах боломжтой/Монгол Улсын Үндсэн хуулиар иргэн бүрийн биелүүлэх журамт үүргийн дагуу 18 нас хүрсэн Монгол Улсын иргэн Зэвсэгт хүчин, хилийн ба дотоодын цэрэгт биеэр алба хаана. Алба хаах хугацаа 12 сар байх бөгөөд иргэний хугацаат цэргийн алба хаах насны дээд хязгаар 26 байна гэж заасан байна."
16,https://ikon.mn/n/3549,Тавдугаар сарын 11-нд БҮХ НИЙТЭЭР МОД ТАРИХ өдөр болно,"“Тэрбум мод” үндэсний хөдөлгөөний хүрээнд зохион байгуулагдах нээлттэй өдөрлөг өртөөчилсөн аянд урьж байна.Эх орон, байгаль дэлхийгээ хайрладаг уламжлалт монгол зан заншлаа дээдэлж, хүн бүр байгалиа нөхөн сэргээх, хамгаалахад гар бие оролцох нөхцөлийг бүрдүүлэх, ойн сан, ногоон байгууламжийг нэмэгдүүлэх чиглэлээр хэрэгжүүлж байгаа олон талт ажлуудыг эрчимжүүлж, улмаар үндэсний хөдөлгөөн болгон өрнүүлэх зорилгоор Монгол Улсын Ерөнхийлөгчийн зарлигаар үндэсний мод тарих өдрийг жил бүр зохион байгуулдаг уламжлалтай болсон. Мод тарих үндэсний өдрөөр бүх нийтээр мод, бут, сөөг, цэцэг тарих, цаашид арчлан хамгаалахыг иргэдэд уриалдаг уламжлалтай.2024 оны 05 дугаар сарын 11-ний өдөр БҮХ НИЙТЭЭР МОД ТАРИХ ҮНДЭСНИЙ ӨДӨР тохиож байна.Энэ өдөр Улаанбаатар хот Сүхбаатар дүүрэг 16-р хороонд байрлах Дамбадаржаа дахь Модлог ургамлын цуглуулгын цэцэрлэгт хүрээлэнд нээлттэй өдөрлөг, өртөөчилсөн аялал зохион байгуулна.Өртөөчилсөн аялал найман чиглэлээр явагдах бөгөөд өртөө бүрээс ой модтой холбоотой сонирхолтой мэдээллийг авч болно. Тухалбал: Мэргэжлийн мод үржүүлэгчдийн тарьц, суулгацын үзэсгэлэн худалдаа, Хүлэмжид тарьц, суулгац ургуулах практик сургалт, “Ойн үр” таних, түүх, бэлтгэх, боловсруулах, Мэргэжил сурталчлах, “Ойн үнэр” тайвшруулах хэсэг, сонирхолтой биологи – танин мэдэхүйн өртөө, хүүхдүүд гэр бүлтэйгээ хамтран зураг зурах орчин бүрдүүлэх,” Ой яг түүн шиг” сургалт зэрэг багтаж байна.Нийслэлийн хувьд 2024 оны 05 дугаар сарын 11-18-ны өдрүүдэд найман байршилд мод тарих бөгөөд 300 гаруй байгууллага оролцоно.Мөн модлог ургамлын тарьц, суулгацын үзэсгэлэн худалдааг нийслэлд гурван байршилд /Тэнгэр плаза, Модлог ургамлын цуглуулгын цэцэрлэг, Ялалтын талбай/ 21 аймаг, сумдад зохион байгуулж, тарьц, суулгацаар ханган, заавар, зөвлөмж өгөх юм."
17,https://ikon.mn/n/3548,Ц.Гантулга: МАНАН-гийн эсрэг гэчхээд буцаад МАНАН-тай нэгдэж байгаа хүмүүстэй бид агаар хуваалцах боломжгүй,"УИХ-ын гишүүн асан Ж.Батзандан ШИНЭ намаас гарч, АН-д нэгдэж буйгаа мэдэгдсэн. Үүнтэй холбогдуулан ШИНЭ намаас мэдээлэл хийлээ.ШИНЭ намын дарга Ц.Гантулга“Өнгөрсөн хоёр хоногийн хугацаанд Ардчилсан Намын зүгээс ШИНЭ намыг өөрийн намтай нэгдсэн мэтээр мэдээлэл тараасан. Тиймээс ШИНЭ нам анх яаж байгуулагдсан талаар мэдээлэл өгөх зүйтэй гэж үзлээ.Анх 2019 оны есдүгээр сарын 16-нд ШИНЭ нам байгуулагдсан. ШИНЭ намыг 113 төрийн бус байгууллага, мэргэжлийн холбоод хамтран Монголыг МАНАН дэглэмээс аврах, шинэ нийгмийн байгуулах эрхэм зорилготойгоор анх байгуулагдсан.Тухайн үеийн УИХ-ын гишүүн Ж.Батзандан, Л.Болд нар 1,200 төлөөлөгчтэйгөөр анхны хурлаа хийсэн. Анх 801 хүн гарын үсэг зурснаар байгуулагдсан байсан нам одоо 24 мянган гишүүнээ үнэмлэхжүүлсэн, 50 гаруй мянган дэмжигчтэй, өдөр тутмын үйл ажиллагаагаа академик түвшинд явуулж байгаа улс төрийн хүчин болоод байна.Энэ намын анхны дарга Ж.Батзандан АН-д орж буйгаа мэдэгдсэн. Тэр бол хувь хүний сонголт. Цөөн хэдэн хүн улс төрийн өөр нам, хүчинтэй хамтрах боломжтой гэж хэлснээр 24 мянган гишүүн болон олон зуун мянган дэмжигчийн итгэлийн өөрчилнө гэж байхгүй.МАНАН-гийн эсрэг гэчхээд буцаад МАНАН-тай нэгдэж байгаа хүмүүстэй бид агаар хуваалцах боломжгүй. Бид хувь хүнтэй асуудлыг буруушаахгүй. Харин нийгэмд болохгүй байгаа зүйлийг засахын төлөө сэхээтнүүд, улс төрийн нам, хүчний төлөөллүүдтэй хамтарч үйл ажиллагаагаа явуулж байгаа.ШИНЭ намын даргын хувиар хэлэхэд ганц хоёрхон хүн биднийг төлөөлөхгүй. ШИНЭ нам бүтэн, цул хэвээрээ байгаа учраас 2024 оны сонгуульд амжилт гаргана гэж үзэж байгаа.Манай намаас гарсан гэгдэж байгаа хүмүүс өнөөдрийн байдлаар өргөдлөө өгөөгүй байна” гэлээ.МөнШИНЭ намын гишүүн Д.Жаргалсайхан“Ж.Батзандан үзэл санаа, итгэл үнэмшлээсээ урваж, анд нөхдөөсөө урваж байна. Ийм хүн ард түмний төлөө ажиллаж чадахгүй. Өдөр бүр хэдэн зуун залуу бидний үзэл санааг дэмждэгээ илэрхийлсээр байгаа” гэв."
18,https://ikon.mn/n/3546,Г.Дамдинням: Англи хэлийг бага ангиас нь зааснаар хүүхдүүдэд гарааны тэгш боломж бүрдэнэ,"УИХ-ын гишүүн Г.Дамдинням Төв аймгийн Цээл, Угтаалцайдам суманд хууль сурталчлан таниулахаар ажиллаж байгаа аж. Уулзалтын үеэр багш нар англи хэлийг бага ангиас заах хуулийн шинэчлэлийг цаг үеэ олсон чухал заалт хэмээн үнэлж байна гэв.УИХ-ын гишүүн Г.Дамдинням англи хэлийг бага ангиас нь зааснаар хүүхдүүдэд гарааны тэгш боломж бүрдэнэ хэмээн уулзалтын үеэр онцоллоо.Хөдөөгийн хүүхдүүд цахим орчинд цаг өнгөрүүлэх нь нэмэгдсэнээр бага ангид элсэхдээ л англиар ганц хоёр үг хэлдэг, зарим нь бүтэн өгүүлбэр хэлэх дайны чадвартай болсон байна. Иймээс яг энэ үеэс нь эхлэн сурагчдад англи хэл зааснаар тэднийг чанартай, цэгцтэй гадаад хэлний чадварт суралцах суурийг бүрдүүлж, 12 дугаар ангиа төгсөхөд хотын болон хувийн сургуулийн сурагчидтай ижил түвшний ур чадвартай болох боломжтой гэж уулзалтын үеэр орон нутгийн багш нар хэлж байлаа.Энэ талаарТөв аймгийн Цээл сумын цэцэрлэгийн багш Б.Гүнтэвтуяа“Би бол англи хэлийг бага ангиас нь үзэхэд асуудалгүй гэж бодож байгаа. Англи хэл бол дэлхийн хэл.” гэсэн юм.МөнУгтаалцайдам сумын ЕБС-ийн бага ангийн багш Д.Ариунжаргал“Хүүхдүүд англи хэлийг багаасаа зөнгөөрөө сурч байна. Заримдаа сумдын багш бид чинь хүүхдүүдийнхээ өмнө гологдох шинжтэй. Нэгэнт англи хэл дэлхий нийтийн хэрэглээ болсон тул Г.Дамдинням гишүүн хуульд бага ангиас нь заахаар оруулж өгсөн нь зөв шийдвэр байсан. Харин багшлах боловсон хүчнийг л сайн шийдэж өгөөрэй гэж хүсье.Боловсролын багц хуулиар багшийн нийгмийн асуудлыг шийдэж, хөдөөд багшийг урин дуудаж байгаа. Үүгээр англи хэлний олон багш хөдөөг зорих байх. Гэхдээ англи хэлний багшийн хангамжийг зөвхөн энэ зохицуулалтад найдахгүйгээр бусад арга хэрэгслээр одоогоос анхаарч байх нь зөв” гэлээ.“Хөдөөгийн иргэдийн хувьд хүүхэд нь суманд сурснаар хотын, тэр дундаа хувийн сургуулийн хүүхдүүдээс мэдлэг чадварын хувьд хоцрох вий хэмээх айдастай байдаг. Тэгвэл англи хэлийг хөдөө, хот ялгалгүй зааснаар боловсролын энэ зааг ялгаа бага ч болов арилж, ижил тэгш гарааны нөхцөл бүрдэх боломж нээгдэнэ” хэмээн итгэж байгаагаа иргэд илэрхийлсэн байна."
19,https://ikon.mn/n/3545,"ФОТО: Нийслэлийн 2023 оны ""ШИЛДЭГ ТАТВАР ТӨЛӨГЧ""-өөр тодорсон 25 аж ахуйн нэгж, 16 иргэн","Тавдугаар сарын хоёр дахь долоо хоногийг “Татвар төлөгчдийн өдрүүд” хэмээн жил бүр тэмдэглэн өнгөрүүлдэг.Үүнтэй холбогдуулан Нийслэлийн татварын газар, Нийслэлийн Засаг Даргын Тамгын Газар (НЗДТГ)-тай хамтран Нийслэлийн 2023 оны төсвийн орлогыг бүрдүүлэхэд үнэтэй хувь нэмэр оруулсан 25 аж ахуйн нэгж, 16 иргэнд ""Шилдэг татвар төлөгч"" шагнал гардуулах үйл ажиллагааг өнөөдөр Хангарди ордонд зохион байгууллаа.Тус үйл ажиллагааг нээжНийслэлийн Засаг даргын нэгдүгээр орлогч П.Сайнзориг""Аливаа улсын хөгжил цэцэглэлтэд салшгүй холбоотой зүйл бол татвар төлөгч. Бид татвар төлж буй аж ахуйн нэгж, иргэдээ урамшуулж дэмжих, бүгд жигд төлдөг байх бодлогыг барьж байгаа.Татвар төлөхгүйгээр Улаанбаатар хотын дэд бүтцийг ашиглаж үйл ажиллагаа явуулдаг олон аж ахуйн нэгж бий. Хамгийн өндөр зэрэглэлд тансаг сайхан амьдардаг хүмүүс Улаанбаатар хотын дэд бүтцийг туулайчилдаг, татвар төлдөггүй.Нийслэлд бүртгэлтэй, үйл ажиллагаа явуулж буй 179 мянган аж ахуйн нэгж байна. Хууль, журмын дагуу хамтран ажиллаж, Улаанбаатар хотын тулгамдсан асуудлыг шийдэх санхүүгийн эх үүсвэрийг бүрдүүлж буй татвар төлөгч та бүхэндээ талархлаа.Та бүхний татвар болгож өгсөн хөрөнгийг үр ашигтай зарцуулж, нээлттэй тайлагнана. Татвар төлөгчдийн мөнгөөр метроны санхүүжилт явж байгаа"" гэв.Мөн шилдэг татвар төлөгчөөр шалгарсан Нийслэлийн татварын газартай харилцагч""Дижитал сэйлс чаннел"" ХХК-ийн ерөнхий нягтлан бодогчА.Ариунзулөөрийн сэтгэгдлээ хуваалцлаа.Тэрбээр ""Манай компани 2019 онд үүсгэн байгуулагдсан. Гадаад худалдаа, менежментийн зөвлөгөө өгөх чиглэлээр үйл ажиллагаа явуулж байгаа.Тодорхой хууль, журмын дагуу татвараа төлдөг учраас ямар нэгэн асуудал гардаггүй. Татварын систем шинэчлэгдэж, цахимаар төлж байгаа нь цаг хугацаа их хэмнэдэг.Манай компани 2019 онд үүсгэн байгуулагдсанаас хойш хоёр удаа дүүргийнхээ шилдэг татвар төлөгч болж байсан. Харин энэ удаа Нийслэлийн хэмжээнд шилдэг татвар төлөгч боллоо"" хэмээн ярив.Багахангай дүүргийн Татварын хэлтэстэй харилцагч ""Транс гайд сервис"" ХХКБагануур дүүргийн Татварын хэлтэстэй харилцагч ""БНЦМҮ"" ХХКНалайх дүүргийн Татварын хэлтэстэй харилцагч ""Цоглогхангай"" ХХКБаянгол дүүргийн Татварын хэлтэстэй харилцагч ""Бластхолдинг"" ХХКБаянгол дүүргийн Татварын хэлтэстэй харилцагч ""Фибо глобал"" ХХКБаянгол дүүргийн Татварын хэлтэстэй харилцагч ""Уанстеп"" ХХКБаянзүрх дүүргийн Татварын хэлтэстэй харилцагч ""Монпеллетс"" ХХКБаянзүрх дүүргийн Татварын хэлтэстэй харилцагч ""КАДСҮРВЭЙ"" ХХКБаянзүрх дүүргийн Татварын хэлтэстэй харилцагч ""ЮБИКАБ"" ХХКСүхбаатар дүүргийн Татварын хэлтэстэй харилцагч ""Өгөөж чихэр боов"" ХХКСүхбаатар дүүргийн Татварын хэлтэстэй харилцагч ""МД топ"" ХХКСүхбаатар дүүргийн Татварын хэлтэстэй харилцагч ""Нэг-Үүд"" ХХКСонгинохайрхан дүүргийн Татварын хэлтэстэй харилцагч ""ИЛЧХАНГАЙ"" ХХКСонгинохайрхан дүүргийн Татварын хэлтэстэй харилцагч ""Хосгангийн оргил"" ХХКСонгинохайрхан дүүргийн Татварын хэлтэстэй харилцагч ""Арирангфүүдс"" ХХКХан-Уул дүүргийн Татварын хэлтэстэй харилцагч ""Хулжийн голын зам"" ХХКХУД-ийн Татварын хэлтэстэй харилцагч ""Амтат чавга"" ХХКХан-Уул дүүргийн Татварын хэлтэстэй харилцагч ""Монголианс ресторан"" ХХКЧингэлтэй дүүргийн Татварын хэлтэстэй харилцагч ""Инвескор ББСБ"" ХКЧингэлтэй дүүргийн Татварын хэлтэстэй харилцагч ""Арткон"" ХХКЧингэлтэй дүүргийн Татварын хэлтэстэй харилцагч ""Мариотт"" ХХКЧингэлтэй дүүргийн Татварын хэлтэстэй харилцагч ""Энерготех сервис"" ХХКНийслэлийн татварын газартай ""Тридум-Эсекьюрити"" ХХКНийслэлийн татварын газартай харилцагч ""Телко инженеринг сервис"" ХХКНийслэлийн татварын газартай харилцагч ""Дижитал сэйлс чаннел"" ХХКБагануур дүүргийн иргэн Э.СЭРГЭЛЭНБААТАРБаянгол дүүргийн иргэн Н.ХУЛАНБаянгол дүүргийн иргэн П.БАЙГАЛМААБаянзүрх дүүргийн иргэн Ч.ӨНӨРБАЯРБаянзүрх дүүргийн иргэн Т.ОТГОНСҮРЭНБаянзүрх дүүргийн иргэн Ц.ЧИМГЭЭСүхбаатар дүүргийн иргэн Л.БАЯРМААСүхбаатар дүүргийн иргэн Б.НЯМБАЯРСонгинохайрхан дүүргийн иргэн Г.БАТТУЛГАХан-Уул дүүргийн иргэн О.ӨРНӨХБАЯРХан-Уул дүүргийн иргэн Т.БАТТУЛГАХан-Уул дүүргийн иргэн Т.ТҮМЭНБААТАРЧингэлтэй дүүргийн иргэн Ж.БАТТУЛГАЧингэлтэй дүүргийн иргэн О. ЧИНГҮҮНЧингэлтэй дүүргийн иргэн Б.БАТБИЛЭГНийслэлийн татварын газартай харилцагч Б.ӨЛЗИЙ-УЧРАЛ"
